run_id,model,block,matrix,ngl,ub,t,ctk,mmp,fa,moe_cpu_frac,status,tok_s,stddev_ts,reps_tok_s,wall_s,settle_s,free_ram_gb_pre,temp_pre,sm_mhz_pre,mem_mhz_pre,vram_mib_pre,power_w_pre,temp_post,sm_mhz_post,mem_mhz_post,vram_mib_post,power_w_post,ts_utc,cmd
14151561a66103c4,7B,24,AB_ngl,19,2048,2,q8_0,0,0,,ok,11.16369,0.071079,"[11.1224, 11.1229, 11.2458]",36.6,30.4,12.87,50,139,405,404,8.69,56,1645,4006,404,33.00,2026-08-16 23:19:56 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 2048 -t 2 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
dbf41f250b754954,7B,24,AB_ub,99,512,2,q8_0,0,0,,ok,22.206864,0.025986,"[22.1888, 22.2367, 22.1951]",19.4,30.4,12.88,50,139,405,404,8.77,64,1809,4006,404,38.16,2026-08-16 23:20:46 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 512 -t 2 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
fc46a7711ab08f9b,7B,24,AB_t,99,2048,2,q8_0,0,0,,ok,22.234308,0.012829,"[22.2387, 22.2444, 22.2199]",19.5,30.4,12.89,52,139,405,404,8.77,65,1822,4006,404,39.70,2026-08-16 23:21:36 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 2048 -t 2 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
103aa800bea645eb,7B,24,AB_ctk,99,2048,2,q8_0,0,0,,ok,22.247417,0.035615,"[22.2867, 22.2384, 22.2172]",19.4,45.5,12.89,52,139,405,404,8.97,65,1847,4006,404,39.99,2026-08-16 23:22:42 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 2048 -t 2 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
f62245ac5b2d9189,7B,25,A,99,128,3,f16,0,0,,ok,22.112544,0.048892,"[22.1661, 22.1014, 22.0702]",19.5,35.4,12.89,52,139,405,404,9.16,65,1822,4006,404,39.52,2026-08-16 23:23:37 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 128 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
30bc04b88ad4f1a3,7B,25,B,9,512,2,q8_0,0,0,,ok,7.137659,0.083814,"[7.2343, 7.0942, 7.0845]",56.3,35.4,12.86,52,139,405,404,8.78,52,885,3802,402,25.81,2026-08-16 23:25:09 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 512 -t 2 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
355719335db0030f,7B,25,AB_ngl,9,128,3,f16,0,0,,ok,8.078379,0.203517,"[8.3101, 7.9288, 7.9962]",50.0,30.4,12.88,49,139,405,402,8.78,50,885,3802,402,25.73,2026-08-16 23:26:30 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 128 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
ca2be437a97644a3,7B,25,AB_ub,99,512,3,f16,0,0,,ok,22.268018,0.055363,"[22.3285, 22.2556, 22.2199]",19.4,30.4,12.88,47,139,405,402,8.49,61,1835,4006,402,38.85,2026-08-16 23:27:20 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 512 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
ecbf105473b32f3f,7B,25,AB_t,99,128,2,f16,0,0,,ok,22.234444,0.0403,"[22.2675, 22.2463, 22.1895]",19.4,30.3,12.88,51,139,405,402,8.77,64,1822,4006,402,39.04,2026-08-16 23:28:10 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 128 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
d9edd5c03119729e,7B,25,AB_ctk,99,128,3,q8_0,0,0,,ok,22.369331,0.040525,"[22.4001, 22.3844, 22.3234]",19.3,35.4,12.88,52,139,405,402,8.88,64,1822,4006,402,39.33,2026-08-16 23:29:05 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 128 -t 3 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
d2d342f5f63bebac,7B,26,A,9,2048,2,q8_0,0,0,,ok,7.085539,0.121314,"[7.2174, 6.9787, 7.0605]",56.8,40.5,12.88,52,139,405,402,8.97,52,885,3802,403,26.00,2026-08-16 23:30:43 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 2048 -t 2 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
5482acbca1966109,7B,26,B,19,1024,4,q8_0,0,0,,ok,12.987066,0.022166,"[12.9617, 12.9971, 13.0024]",31.8,30.4,12.88,48,139,405,403,8.30,58,1873,4006,403,39.14,2026-08-16 23:31:46 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 1024 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
95d9fe603da33532,7B,26,AB_ngl,19,2048,2,q8_0,0,0,,ok,11.230043,0.066049,"[11.2586, 11.277, 11.1545]",36.4,30.3,12.88,51,139,405,403,8.59,56,1657,4006,403,33.19,2026-08-16 23:32:53 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 2048 -t 2 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
f5cb836cf0ecfb27,7B,26,AB_ub,9,1024,2,q8_0,0,0,,ok,7.150407,0.113055,"[7.2809, 7.0841, 7.0862]",56.2,30.3,12.88,51,139,405,403,8.20,52,885,3802,402,26.00,2026-08-16 23:34:20 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 1024 -t 2 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
6b82c6ff4dd90317,7B,26,AB_t,9,2048,4,q8_0,0,0,,ok,8.430164,0.240325,"[8.7055, 8.2624, 8.3226]",48.0,30.4,12.89,48,139,405,402,8.49,50,898,3802,402,25.73,2026-08-16 23:35:39 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 2048 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
b1162b8d6ea4a2c9,7B,26,AB_ctk,9,2048,2,q8_0,0,0,,ok,7.157062,0.10951,"[7.2817, 7.0762, 7.1134]",56.1,30.4,12.89,47,139,405,402,8.49,49,898,3802,402,25.81,2026-08-16 23:37:06 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 2048 -t 2 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
88f636a69ec50a95,7B,27,A,0,128,4,f16,0,0,,ok,6.849206,0.019537,"[6.8429, 6.8711, 6.8336]",58.5,30.4,12.9,46,139,405,402,8.68,43,139,405,402,8.87,2026-08-16 23:38:35 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 128 -t 4 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
ae513f6240e4687d,7B,27,B,99,1024,3,q8_0,0,0,,ok,22.4801,0.027541,"[22.4488, 22.5007, 22.4908]",19.2,30.4,12.88,42,139,405,402,8.68,57,1847,4006,402,37.89,2026-08-16 23:39:25 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 3 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
da9c31bb1440c254,7B,27,AB_ngl,99,128,4,f16,0,0,,ok,22.248522,0.022659,"[22.2295, 22.2736, 22.2425]",19.4,30.4,12.76,47,139,405,402,9.07,61,1835,4006,402,38.75,2026-08-16 23:40:16 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 128 -t 4 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
60cbe96bb41a45d7,7B,27,AB_ub,0,1024,4,f16,0,0,,ok,6.893293,0.04411,"[6.8461, 6.9335, 6.9003]",58.2,30.4,12.77,50,139,405,402,8.97,46,139,405,404,9.07,2026-08-16 23:41:45 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 1024 -t 4 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
8861b5e6783d6b78,7B,27,AB_t,0,128,3,f16,0,0,,ok,6.662397,0.05163,"[6.6028, 6.6933, 6.6911]",60.1,30.3,12.76,45,139,405,402,8.49,43,139,405,402,8.78,2026-08-16 23:43:16 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 128 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
e290f0ab20c2e5ed,7B,27,AB_ctk,0,128,4,q8_0,0,0,,ok,6.899499,0.049857,"[6.8419, 6.9276, 6.929]",58.1,30.4,12.76,42,139,405,402,8.11,41,139,405,402,8.88,2026-08-16 23:44:45 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 128 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
1a040b5fbad007ed,7B,28,A,9,1024,2,f16,0,0,,ok,7.115126,0.177444,"[7.3194, 6.9997, 7.0262]",56.5,30.4,12.76,40,139,405,402,8.49,44,860,3802,402,25.33,2026-08-16 23:46:12 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 1024 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
bef1e561dfd20993,7B,28,B,9,128,2,f16,0,0,,ok,7.083282,0.120068,"[7.2205, 7.0321, 6.9973]",56.7,30.4,12.77,42,139,405,402,8.30,45,860,3802,402,25.52,2026-08-16 23:47:39 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 128 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
6fad3aed0bebd369,7B,28,AB_ngl,9,1024,2,f16,0,0,,ok,7.079974,0.09597,"[7.1906, 7.0296, 7.0197]",56.8,30.4,12.76,43,139,405,402,8.58,45,885,3802,402,25.62,2026-08-16 23:49:07 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 1024 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
e1c0c4d69a81a698,7B,28,AB_ub,9,128,2,f16,0,0,,ok,7.120501,0.12558,"[7.2655, 7.0472, 7.0487]",56.4,30.4,12.76,43,139,405,402,8.20,46,885,3802,404,25.52,2026-08-16 23:50:34 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 128 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
70cfcb1f76a0bacd,7B,28,AB_t,9,1024,2,f16,0,0,,ok,7.077864,0.123549,"[7.2196, 6.9929, 7.0211]",56.7,30.4,12.79,43,139,405,404,8.40,46,885,3802,404,25.52,2026-08-16 23:52:01 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 1024 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
caf6b9895185dda8,7B,28,AB_ctk,9,1024,2,f16,0,0,,ok,6.943919,0.087694,"[6.8531, 6.9505, 7.0281]",57.8,30.4,12.78,43,139,405,404,8.30,46,885,3802,412,25.53,2026-08-16 23:53:30 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 1024 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
d4bf1570c0b4928b,7B,29,A,0,512,1,f16,0,0,,ok,3.143945,0.013625,"[3.1486, 3.1546, 3.1286]",124.8,30.3,12.34,43,139,405,410,8.49,39,139,405,427,8.68,2026-08-16 23:56:06 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 512 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
b797021e3facece1,7B,29,B,99,2048,3,q8_0,0,0,,ok,22.465639,0.019081,"[22.4586, 22.4872, 22.4511]",19.3,30.3,12.37,38,139,405,427,7.53,53,1847,4006,427,37.51,2026-08-16 23:56:56 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 2048 -t 3 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
5a2ac3caa54f7a29,7B,29,AB_ngl,99,512,1,f16,0,0,,ok,22.27049,0.055651,"[22.3154, 22.2879, 22.2082]",19.5,30.3,12.26,44,139,405,431,8.49,58,1822,4006,432,37.40,2026-08-16 23:57:46 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 512 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
ac58d718621651ea,7B,29,AB_ub,0,2048,1,f16,0,0,,ok,3.073472,0.0878,"[2.9721, 3.1245, 3.1239]",128.2,30.4,12.14,48,139,405,430,8.49,42,139,405,430,8.59,2026-08-17 00:00:25 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 2048 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
42d8ba3ce6fde35d,7B,29,AB_t,0,512,3,f16,0,0,,ok,6.664285,0.026553,"[6.6441, 6.6944, 6.6544]",69.5,30.3,12.74,41,139,405,430,8.49,40,139,405,429,8.78,2026-08-17 00:02:06 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 512 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
dba9690e79a74dd2,7B,29,AB_ctk,0,512,1,q8_0,0,0,,ok,3.16561,0.011111,"[3.1528, 3.1714, 3.1726]",124.0,30.4,12.75,39,139,405,429,8.30,38,139,405,430,8.49,2026-08-17 00:04:40 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 512 -t 1 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
44bc1e063e50cc8d,7B,30,A,99,1024,4,q8_0,0,0,,ok,22.423425,0.098776,"[22.5186, 22.3214, 22.4302]",19.4,30.3,12.76,37,139,405,430,7.44,52,1873,4006,430,38.55,2026-08-17 00:05:31 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
86aa70d8320a5d1f,7B,30,B,19,512,4,q8_0,0,0,,ok,12.995389,0.09466,"[12.9115, 12.9767, 13.098]",31.8,30.3,12.8,43,139,405,430,8.20,53,1873,4006,427,38.66,2026-08-17 00:06:33 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 512 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
896eed074d77c65a,7B,30,AB_ngl,19,1024,4,q8_0,0,0,,ok,13.059369,0.004913,"[13.0537, 13.0626, 13.0618]",31.6,30.4,12.79,47,139,405,427,8.78,56,1860,4006,427,38.66,2026-08-17 00:07:36 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 1024 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
f8a08f2f7f4f79fd,7B,30,AB_ub,99,512,4,q8_0,0,0,,ok,22.394747,0.011476,"[22.4009, 22.4018, 22.3815]",19.3,30.4,12.79,49,139,405,427,8.87,62,1809,4006,427,37.99,2026-08-17 00:08:26 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 512 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
87be0d53bb8f0908,7B,30,AB_t,99,1024,4,q8_0,0,0,,ok,22.349403,0.033345,"[22.3877, 22.3266, 22.3339]",19.3,30.4,12.73,52,139,405,426,8.97,64,1822,4006,426,39.04,2026-08-17 00:09:16 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
90e0c12ba5d720a5,7B,30,AB_ctk,99,1024,4,q8_0,0,0,,ok,22.347797,0.032807,"[22.3778, 22.3528, 22.3128]",19.3,35.4,12.75,52,139,405,426,8.97,65,1809,4006,428,38.75,2026-08-17 00:10:11 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
92cb158a6be34a10,7B,31,A,99,2048,3,f16,0,0,,ok,22.195713,0.029485,"[22.2293, 22.1839, 22.174]",19.4,40.5,12.77,52,139,405,425,9.07,64,1809,4006,425,38.75,2026-08-17 00:11:11 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 2048 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
8104a89054c2c660,7B,31,B,99,1024,1,f16,0,0,,ok,22.181163,0.011886,"[22.1745, 22.1949, 22.1741]",19.5,35.4,12.76,52,139,405,425,8.68,65,1822,4006,425,38.93,2026-08-17 00:12:06 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
6f0da96cf11bd4f9,7B,31,AB_ngl,99,2048,3,f16,0,0,,ok,22.211009,0.027399,"[22.2418, 22.2017, 22.1895]",19.4,35.4,12.75,52,139,405,425,8.68,65,1809,4006,424,38.37,2026-08-17 00:13:02 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 2048 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
fc678d8639c26cd7,7B,31,AB_ub,99,1024,3,f16,0,0,,ok,22.19232,0.038866,"[22.2363, 22.1778, 22.1628]",19.4,35.4,12.76,52,139,405,424,9.74,65,1847,4006,424,39.99,2026-08-17 00:13:57 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
0f73eb02f2f04231,7B,31,AB_t,99,2048,1,f16,0,0,,ok,22.207106,0.025247,"[22.2343, 22.2027, 22.1844]",19.4,35.4,12.76,52,139,405,424,9.16,65,1822,4006,424,39.12,2026-08-17 00:14:52 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 2048 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
2c6b0b33652b7b45,7B,31,AB_ctk,99,2048,3,f16,0,0,,ok,22.197557,0.026767,"[22.2254, 22.1953, 22.172]",19.4,35.4,12.76,52,139,405,423,8.97,65,1847,4006,423,40.27,2026-08-17 00:15:47 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 2048 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
